nerc_region_abbr,nerc_region_desc,sector,year,load_multiplier,scenario,sector_abbr
ISNE,Northeast Power Coordinating Council / New England,Industrial,2036,1.1362871960902547,AEO2023 High Economic Growth,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2036,0.90718678569364,AEO2023 High Economic Growth,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2035,1.0477317441984753,AEO2023 High Economic Growth,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2035,1.1262872861075108,AEO2023 High Economic Growth,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2035,0.9125898662993407,AEO2023 High Economic Growth,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2034,1.0389217631989052,AEO2023 High Economic Growth,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2034,1.1149398870428218,AEO2023 High Economic Growth,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2034,0.9145836284734843,AEO2023 High Economic Growth,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2033,1.033982617935738,AEO2023 High Economic Growth,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2033,1.1059722798469052,AEO2023 High Economic Growth,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2033,0.9233647871066738,AEO2023 High Economic Growth,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2032,1.0273087397185636,AEO2023 High Economic Growth,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2032,1.096977604524985,AEO2023 High Economic Growth,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2032,0.9260658518772319,AEO2023 High Economic Growth,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2031,1.0256416589336135,AEO2023 High Economic Growth,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2031,1.0875488320009206,AEO2023 High Economic Growth,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2031,0.925848471593727,AEO2023 High Economic Growth,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2030,1.0238959603807751,AEO2023 High Economic Growth,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2030,1.080202164908718,AEO2023 High Economic Growth,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2030,0.9263808610078654,AEO2023 High Economic Growth,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2029,1.0221706029105135,AEO2023 High Economic Growth,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2029,1.0703432609777146,AEO2023 High Economic Growth,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2029,0.9252023679357919,AEO2023 High Economic Growth,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2028,1.0208710245677324,AEO2023 High Economic Growth,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2028,1.0589855382556657,AEO2023 High Economic Growth,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2028,0.928526504061087,AEO2023 High Economic Growth,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2027,1.0178600074243918,AEO2023 High Economic Growth,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2027,1.0451316936721584,AEO2023 High Economic Growth,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2027,0.9308122430626661,AEO2023 High Economic Growth,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2026,1.013195642308196,AEO2023 High Economic Growth,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2026,1.0267829034946399,AEO2023 High Economic Growth,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2026,0.9400898160583203,AEO2023 High Economic Growth,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2025,1.00802632272381,AEO2023 High Economic Growth,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2025,1.0038509130425122,AEO2023 High Economic Growth,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2025,0.9476372785229024,AEO2023 High Economic Growth,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2024,1.0020796227206217,AEO2023 High Economic Growth,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2024,0.9904313545085395,AEO2023 High Economic Growth,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2024,0.9712881251812708,AEO2023 High Economic Growth,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2023,0.9572164254840682,AEO2023 High Economic Growth,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2023,0.991488522201812,AEO2023 High Economic Growth,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2023,0.9779852325307423,AEO2023 High Economic Growth,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2022,1,AEO2023 High Economic Growth,res
ISNE,Northeast Power Coordinating Council / New England,Commercial,2022,1,AEO2023 High Economic Growth,com
ISNE,Northeast Power Coordinating Council / New England,Industrial,2022,1,AEO2023 High Economic Growth,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2050,1.141053818047578,AEO2023 High Economic Growth,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2050,1.3074570020641851,AEO2023 High Economic Growth,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2050,1.0538981919721513,AEO2023 High Economic Growth,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2049,1.1256337612395895,AEO2023 High Economic Growth,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2049,1.2964184078417718,AEO2023 High Economic Growth,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2049,1.0405158133526775,AEO2023 High Economic Growth,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2048,1.1122985872288114,AEO2023 High Economic Growth,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2048,1.2858949717018335,AEO2023 High Economic Growth,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2048,1.029130816275432,AEO2023 High Economic Growth,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2047,1.0995067151684095,AEO2023 High Economic Growth,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2047,1.2738615894580891,AEO2023 High Economic Growth,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2047,1.0196368061615113,AEO2023 High Economic Growth,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2046,1.0873774222515409,AEO2023 High Economic Growth,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2046,1.2627270692479047,AEO2023 High Economic Growth,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2046,1.0111641694337918,AEO2023 High Economic Growth,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2045,1.0752395112742439,AEO2023 High Economic Growth,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2045,1.250697239818522,AEO2023 High Economic Growth,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2045,1.001481169908087,AEO2023 High Economic Growth,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2044,1.0638765379090678,AEO2023 High Economic Growth,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2044,1.2393175754173669,AEO2023 High Economic Growth,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2044,0.9922104159831323,AEO2023 High Economic Growth,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2043,1.2273516966464986,AEO2023 High Economic Growth,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2043,0.9837913286839639,AEO2023 High Economic Growth,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2042,1.0434916286264941,AEO2023 High Economic Growth,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2042,1.2136484916526626,AEO2023 High Economic Growth,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2042,0.9775831406484848,AEO2023 High Economic Growth,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2041,1.0350983255958257,AEO2023 High Economic Growth,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2041,1.2009898140812243,AEO2023 High Economic Growth,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2041,0.9729976581535622,AEO2023 High Economic Growth,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2040,1.0283393385974442,AEO2023 High Economic Growth,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2040,1.1886011504012903,AEO2023 High Economic Growth,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2040,0.9725072133873086,AEO2023 High Economic Growth,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2039,1.0214984193344285,AEO2023 High Economic Growth,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2039,1.1765038174990319,AEO2023 High Economic Growth,ind
PJME,PJM / East,Industrial,2044,1.244129025982721,AEO2023 High Economic Growth,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2039,0.9718166564708232,AEO2023 High Economic Growth,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2038,1.014983570254469,AEO2023 High Economic Growth,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2038,1.1646764984882774,AEO2023 High Economic Growth,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2038,0.9735938903623415,AEO2023 High Economic Growth,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2037,1.0078280310952568,AEO2023 High Economic Growth,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2037,1.152060454689182,AEO2023 High Economic Growth,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2037,0.9754350435717494,AEO2023 High Economic Growth,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2036,0.9995598720124969,AEO2023 High Economic Growth,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2036,1.1394301996326388,AEO2023 High Economic Growth,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2036,0.9739885532935814,AEO2023 High Economic Growth,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2035,0.9930529936269241,AEO2023 High Economic Growth,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2035,1.1295889038501847,AEO2023 High Economic Growth,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2035,0.9745389345630839,AEO2023 High Economic Growth,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2034,0.9870488354329977,AEO2023 High Economic Growth,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2034,1.118358457652229,AEO2023 High Economic Growth,ind
PJME,PJM / East,Industrial,2036,1.142993772988535,AEO2023 High Economic Growth,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2034,0.9716156214732965,AEO2023 High Economic Growth,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2033,0.9846460959093831,AEO2023 High Economic Growth,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2033,1.1081796445053949,AEO2023 High Economic Growth,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2033,0.9724446783403612,AEO2023 High Economic Growth,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2032,0.9832317629500924,AEO2023 High Economic Growth,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2032,1.099056017224044,AEO2023 High Economic Growth,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2032,0.9737488801369506,AEO2023 High Economic Growth,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2031,0.9857649062707031,AEO2023 High Economic Growth,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2031,1.0896481647937413,AEO2023 High Economic Growth,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2031,0.9737783383940175,AEO2023 High Economic Growth,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2030,0.9880270864425448,AEO2023 High Economic Growth,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2030,1.082226335591739,AEO2023 High Economic Growth,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2030,0.9715256681475127,AEO2023 High Economic Growth,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2029,0.9907757217342387,AEO2023 High Economic Growth,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2029,1.072441884839075,AEO2023 High Economic Growth,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2029,0.9721686012864976,AEO2023 High Economic Growth,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2028,0.9923601096605706,AEO2023 High Economic Growth,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2028,1.0613997378023,AEO2023 High Economic Growth,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2028,0.972772823410013,AEO2023 High Economic Growth,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2027,0.9919252010617775,AEO2023 High Economic Growth,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2027,1.047771141910064,AEO2023 High Economic Growth,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2027,0.9714703701661926,AEO2023 High Economic Growth,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2026,0.990264302561409,AEO2023 High Economic Growth,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2026,1.029566521119705,AEO2023 High Economic Growth,ind
