county_id,county,state,state_abbr,division,region,recs_2009_reportable_domain,state_fips,county_fips
2435,Brooke,West Virginia,WV,South Atlantic,South,14,54,009
60,Columbia,Oregon,OR,Pacific,West,27,41,009
1164,Boone,Arkansas,AR,West South Central,South,20,5,009
2129,Giles,Tennessee,TN,East South Central,South,19,47,055
1365,Archer,Texas,TX,West South Central,South,21,48,009
2352,Blackford,Indiana,IN,East North Central,Midwest,7,18,009
201,Bottineau,North Dakota,ND,West North Central,Midwest,10,38,009
814,Blaine,Nebraska,NE,West North Central,Midwest,11,31,009
695,Beckham,Oklahoma,OK,West South Central,South,20,40,009
3077,Grafton,New Hampshire,NH,New England,Northeast,1,33,009
2855,Calvert,Maryland,MD,South Atlantic,South,14,24,009
2607,Athens,Ohio,OH,East North Central,Midwest,7,39,009
3102,Essex,Massachusetts,MA,New England,Northeast,2,25,009
1909,Benton,Mississippi,MS,East South Central,South,18,28,009
85,Benewah,Idaho,ID,Mountain,West,23,16,009
2728,Ashe,North Carolina,NC,South Atlantic,South,16,37,009
257,Benton,Minnesota,MN,West North Central,Midwest,10,27,009
2119,Blount,Alabama,AL,East South Central,South,18,1,009
2612,Cabell,West Virginia,WV,South Atlantic,South,14,54,011
665,Armstrong,Texas,TX,West South Central,South,21,48,011
629,Bent,Colorado,CO,Mountain,West,22,8,011
1194,Bourbon,Kansas,KS,West North Central,Midwest,11,20,011
1955,McNairy,Tennessee,TN,East South Central,South,19,47,109
1111,Benton,Iowa,IA,West North Central,Midwest,10,19,011
929,Boone,Nebraska,NE,West North Central,Midwest,11,31,011
2297,Boone,Indiana,IN,East North Central,Midwest,7,18,011
1569,Franklin,Mississippi,MS,East South Central,South,18,28,037
2361,Auglaize,Ohio,OH,East North Central,Midwest,7,39,011
164,Bowman,North Dakota,ND,West North Central,Midwest,10,38,011
899,Brookings,South Dakota,SD,West North Central,Midwest,10,46,011
787,Blaine,Oklahoma,OK,West South Central,South,20,40,011
319,Colusa,California,CA,Pacific,West,26,6,011
1321,Bolivar,Mississippi,MS,East South Central,South,18,28,011
3093,Franklin,Vermont,VT,New England,Northeast,1,50,011
3084,Franklin,Massachusetts,MA,New England,Northeast,2,25,011
1902,Calhoun,Mississippi,MS,East South Central,South,18,28,013
1062,Black Hawk,Iowa,IA,West North Central,Midwest,10,19,013
2053,Brown,Indiana,IN,East North Central,Midwest,7,18,013
118,Burke,North Dakota,ND,West North Central,Midwest,10,38,013
805,Bryan,Oklahoma,OK,West South Central,South,20,40,013
549,Boulder,Colorado,CO,Mountain,West,22,8,013
563,Box Butte,Nebraska,NE,West North Central,Midwest,11,31,013
970,Brown,Kansas,KS,West North Central,Midwest,11,20,013
418,Maricopa,Arizona,AZ,Mountain,West,24,4,013
1609,Chautauqua,New York,NY,Middle Atlantic,Northeast,3,36,013
2921,Blair,Pennsylvania,PA,Middle Atlantic,Northeast,5,42,013
3053,Knox,Maine,ME,New England,Northeast,1,23,013
2988,Grand Isle,Vermont,VT,New England,Northeast,1,50,013
97,Columbia,Washington,WA,Pacific,West,27,53,013
362,Humboldt,Nevada,NV,Mountain,West,25,32,013
2944,Carroll,Maryland,MD,South Atlantic,South,14,24,013
2581,Bell,Kentucky,KY,East South Central,South,18,21,013
133,Cascade,Montana,MT,Mountain,West,23,30,013
3065,Hampden,Massachusetts,MA,New England,Northeast,2,25,013
3045,Essex,New Jersey,NJ,Middle Atlantic,Northeast,4,34,013
2662,Calhoun,West Virginia,WV,South Atlantic,South,14,54,013
987,Boone,Iowa,IA,West North Central,Midwest,10,19,015
2177,Bartow,Georgia,GA,South Atlantic,South,15,13,015
1165,Carroll,Arkansas,AR,West South Central,South,20,5,015
2136,Cannon,Tennessee,TN,East South Central,South,19,47,015
1123,Carroll,Illinois,IL,East North Central,Midwest,6,17,015
2245,Calumet,Wisconsin,WI,East North Central,Midwest,9,55,015
2305,Carroll,Indiana,IN,East North Central,Midwest,7,18,015
860,Brule,South Dakota,SD,West North Central,Midwest,10,46,015
1518,Bossier,Louisiana,LA,West South Central,South,20,22,015
1858,Berkeley,South Carolina,SC,South Atlantic,South,16,45,015
2111,Calhoun,Alabama,AL,East South Central,South,18,1,015
180,Burleigh,North Dakota,ND,West North Central,Midwest,10,38,015
1277,Bollinger,Missouri,MO,West North Central,Midwest,12,29,017
630,Cheyenne,Colorado,CO,Mountain,West,22,8,017
755,Chase,Kansas,KS,West North Central,Midwest,11,20,017
1903,Chickasaw,Mississippi,MS,East South Central,South,18,28,017
1063,Bremer,Iowa,IA,West North Central,Midwest,10,19,017
2323,Cass,Indiana,IN,East North Central,Midwest,7,18,017
861,Buffalo,South Dakota,SD,West North Central,Midwest,10,46,017
654,Bailey,Texas,TX,West South Central,South,21,48,017
277,Carlton,Minnesota,MN,West North Central,Midwest,10,27,017
499,Hot Springs,Wyoming,WY,Mountain,West,23,56,017
2977,Chenango,New York,NY,Middle Atlantic,Northeast,3,36,017
74,Douglas,Washington,WA,Pacific,West,27,53,017
475,Navajo,Arizona,AZ,Mountain,West,24,4,017
2864,Charles,Maryland,MD,South Atlantic,South,14,24,017
768,Chautauqua,Kansas,KS,West North Central,Midwest,11,20,019
775,Carter,Oklahoma,OK,West South Central,South,20,40,019
1055,Buchanan,Iowa,IA,West North Central,Midwest,10,19,019
2217,Champaign,Illinois,IL,East North Central,Midwest,6,17,019
1079,Clark,Wisconsin,WI,East North Central,Midwest,9,55,019
202,Cavalier,North Dakota,ND,West North Central,Midwest,10,38,019
114,Daniels,Montana,MT,Mountain,West,23,30,019
2773,Brunswick,North Carolina,NC,South Atlantic,South,16,37,019
541,Johnson,Wyoming,WY,Mountain,West,23,56,019
488,Grand,Utah,UT,Mountain,West,23,49,019
1184,Cherokee,Kansas,KS,West North Central,Midwest,11,20,021
36,Boundary,Idaho,ID,Mountain,West,23,16,021
1019,Buena Vista,Iowa,IA,West North Central,Midwest,10,19,021
2362,Champaign,Ohio,OH,East North Central,Midwest,7,39,021
2306,Clay,Indiana,IN,East North Central,Midwest,7,18,021
192,Dickey,North Dakota,ND,West North Central,Midwest,10,38,021
183,Campbell,South Dakota,SD,West North Central,Midwest,10,46,021
1568,Claiborne,Mississippi,MS,East South Central,South,18,28,021
1819,Bibb,Georgia,GA,South Atlantic,South,15,13,021
547,Laramie,Wyoming,WY,Mountain,West,23,56,021
407,Iron,Utah,UT,Mountain,West,23,49,021
2922,Cambria,Pennsylvania,PA,Middle Atlantic,Northeast,5,42,021
83,Franklin,Washington,WA,Pacific,West,27,53,021
71,Gilliam,Oregon,OR,Pacific,West,27,41,021
964,Buchanan,Missouri,MO,West North Central,Midwest,12,29,021
3088,Rutland,Vermont,VT,New England,Northeast,1,50,021
1820,Bleckley,Georgia,GA,South Atlantic,South,15,13,023
1633,Clarke,Mississippi,MS,East South Central,South,18,28,023
2956,Cortland,New York,NY,Middle Atlantic,Northeast,3,36,023
2928,Cameron,Pennsylvania,PA,Middle Atlantic,Northeast,5,42,023
1064,Butler,Iowa,IA,West North Central,Midwest,10,19,023
858,Keya Paha,Nebraska,NE,West North Central,Midwest,11,31,103
2003,Clark,Illinois,IL,East North Central,Midwest,6,17,023
1366,Baylor,Texas,TX,West South Central,South,21,48,023
2339,Branch,Michigan,MI,East North Central,Midwest,8,26,023
2298,Clinton,Indiana,IN,East North Central,Midwest,7,18,023
2370,Clark,Ohio,OH,East North Central,Midwest,7,39,023
119,Divide,North Dakota,ND,West North Central,Midwest,10,38,023
421,Santa Cruz,Arizona,AZ,Mountain,West,24,4,023
594,Cheyenne,Kansas,KS,West North Central,Midwest,11,20,023
1281,Cleburne,Arkansas,AR,West South Central,South,20,5,023
2467,Garrett,Maryland,MD,South Atlantic,South,14,24,023
3055,Sagadahoc,Maine,ME,New England,Northeast,1,23,023
729,Clark,Kansas,KS,West North Central,Midwest,11,20,025
855,Boyd,Nebraska,NE,West North Central,Midwest,11,31,015
856,Brown,Nebraska,NE,West North Central,Midwest,11,31,017
851,Mellette,South Dakota,SD,West North Central,Midwest,10,46,095
636,Cimarron,Oklahoma,OK,West South Central,South,20,40,025
631,Crowley,Colorado,CO,Mountain,West,22,8,025
1011,Calhoun,Iowa,IA,West North Central,Midwest,10,19,025
998,Caldwell,Missouri,MO,West North Central,Midwest,12,29,025
2265,Calhoun,Michigan,MI,East North Central,Midwest,8,26,025
885,Clark,South Dakota,SD,West North Central,Midwest,10,46,025
157,Fallon,Montana,MT,Mountain,West,23,30,025
468,Kane,Utah,UT,Mountain,West,23,49,025
1282,Cleveland,Arkansas,AR,West South Central,South,20,5,025
3023,Carbon,Pennsylvania,PA,Middle Atlantic,Northeast,5,42,025
3021,Delaware,New York,NY,Middle Atlantic,Northeast,3,36,025
3112,Somerset,Maine,ME,New England,Northeast,1,23,025
3104,Suffolk,Massachusetts,MA,New England,Northeast,2,25,025
2734,Cabarrus,North Carolina,NC,South Atlantic,South,16,37,025
1993,Clay,Illinois,IL,East North Central,Midwest,6,17,025
1652,Clay,Mississippi,MS,East South Central,South,18,28,025
1694,Clay,Alabama,AL,East South Central,South,18,1,027
1880,DeSoto,Florida,FL,South Atlantic,South,17,12,027
976,Carroll,Iowa,IA,West North Central,Midwest,10,19,027
838,Dawson,Nebraska,NE,West North Central,Midwest,11,31,047
841,Kearney,Nebraska,NE,West North Central,Midwest,11,31,099
842,Phelps,Nebraska,NE,West North Central,Midwest,11,31,137
874,Clay,South Dakota,SD,West North Central,Midwest,10,46,027
2304,Cass,Michigan,MI,East North Central,Midwest,8,26,027
2371,Clinton,Ohio,OH,East North Central,Midwest,7,39,027
187,Eddy,North Dakota,ND,West North Central,Midwest,10,38,027
1521,Claiborne,Louisiana,LA,West South Central,South,20,22,027
1860,Clarendon,South Carolina,SC,South Atlantic,South,16,45,027
1520,Columbia,Arkansas,AR,West South Central,South,20,5,027
219,Clay,Minnesota,MN,West North Central,Midwest,10,27,027
399,Inyo,California,CA,Pacific,West,26,6,027
408,Millard,Utah,UT,Mountain,West,23,49,027
1322,Coahoma,Mississippi,MS,East South Central,South,18,28,027
3056,Waldo,Maine,ME,New England,Northeast,1,23,027
3032,Dutchess,New York,NY,Middle Atlantic,Northeast,3,36,027
68,Hood River,Oregon,OR,Pacific,West,27,41,027
6,Grays Harbor,Washington,WA,Pacific,West,27,53,027
425,Luna,New Mexico,NM,Mountain,West,25,35,029
806,Coal,Oklahoma,OK,West South Central,South,20,40,029
2218,Coles,Illinois,IL,East North Central,Midwest,6,17,029
886,Codington,South Dakota,SD,West North Central,Midwest,10,46,029
595,Chase,Nebraska,NE,West North Central,Midwest,11,31,029
984,Cass,Iowa,IA,West North Central,Midwest,10,19,029
911,Cloud,Kansas,KS,West North Central,Midwest,11,20,029
2085,Bullitt,Kentucky,KY,East South Central,South,18,21,029
1610,Erie,New York,NY,Middle Atlantic,Northeast,3,36,029
3039,Ocean,New Jersey,NJ,Middle Atlantic,Northeast,4,34,029
44,Island,Washington,WA,Pacific,West,27,53,029
2436,Hancock,West Virginia,WV,South Atlantic,South,14,54,029
1701,Cleburne,Alabama,AL,East South Central,South,18,1,029
2525,Cocke,Tennessee,TN,East South Central,South,19,47,029
3113,Washington,Maine,ME,New England,Northeast,1,23,029
364,Storey,Nevada,NV,Mountain,West,25,32,029
2815,Buckingham,Virginia,VA,South Atlantic,South,13,51,029
1677,Coffee,Alabama,AL,East South Central,South,18,1,031
764,Coffey,Kansas,KS,West North Central,Midwest,11,20,031
1126,Cedar,Iowa,IA,West North Central,Midwest,10,19,031
1445,Blanco,Texas,TX,West South Central,South,21,48,031
2030,Decatur,Indiana,IN,East North Central,Midwest,7,18,031
188,Foster,North Dakota,ND,West North Central,Midwest,10,38,031
1840,Bulloch,Georgia,GA,South Atlantic,South,15,13,031
2800,Carteret,North Carolina,NC,South Atlantic,South,16,37,031
2400,Coshocton,Ohio,OH,East North Central,Midwest,7,39,031
3031,Passaic,New Jersey,NJ,Middle Atlantic,Northeast,4,34,031
2985,Essex,New York,NY,Middle Atlantic,Northeast,3,36,031
45,Jefferson,Washington,WA,Pacific,West,27,53,031
365,Washoe,Nevada,NV,Mountain,West,25,32,031
2709,Campbell,Virginia,VA,South Atlantic,South,13,51,031
134,Gallatin,Montana,MT,Mountain,West,23,30,031
184,Corson,South Dakota,SD,West North Central,Midwest,10,46,031
2643,Hardy,West Virginia,WV,South Atlantic,South,14,54,031
2858,Montgomery,Maryland,MD,South Atlantic,South,14,24,031
3101,York,Maine,ME,New England,Northeast,1,23,031
1306,Craighead,Arkansas,AR,West South Central,South,20,5,031
2137,Coffee,Tennessee,TN,East South Central,South,19,47,031
458,Borden,Texas,TX,West South Central,South,21,48,033
730,Comanche,Kansas,KS,West North Central,Midwest,11,20,033
1049,Cerro Gordo,Iowa,IA,West North Central,Midwest,10,19,033
1028,Cottonwood,Minnesota,MN,West North Central,Midwest,10,27,033
2742,Caswell,North Carolina,NC,South Atlantic,South,16,37,033
2330,DeKalb,Indiana,IN,East North Central,Midwest,7,18,033
2393,Crawford,Ohio,OH,East North Central,Midwest,7,39,033
174,Golden Valley,North Dakota,ND,West North Central,Midwest,10,38,033
582,Cheyenne,Nebraska,NE,West North Central,Midwest,11,31,033
2929,Clearfield,Pennsylvania,PA,Middle Atlantic,Northeast,5,42,033
482,Dolores,Colorado,CO,Mountain,West,22,8,033
320,Lake,California,CA,Pacific,West,26,6,033
54,King,Washington,WA,Pacific,West,27,53,033
2986,Franklin,New York,NY,Middle Atlantic,Northeast,3,36,033
1008,Carroll,Missouri,MO,West North Central,Midwest,12,29,033
1076,Dunn,Wisconsin,WI,East North Central,Midwest,9,55,033
369,White Pine,Nevada,NV,Mountain,West,25,32,033
2823,Caroline,Virginia,VA,South Atlantic,South,13,51,033
1269,Carter,Missouri,MO,West North Central,Midwest,12,29,035
1200,Craig,Oklahoma,OK,West South Central,South,20,40,035
356,Klamath,Oregon,OR,Pacific,West,27,41,035
1020,Cherokee,Iowa,IA,West North Central,Midwest,10,19,035
877,Davison,South Dakota,SD,West North Central,Midwest,10,46,035
2013,Calloway,Kentucky,KY,East South Central,South,18,21,035
2000,Cumberland,Illinois,IL,East North Central,Midwest,6,17,035
2353,Delaware,Indiana,IN,East North Central,Midwest,7,18,035
2287,Clare,Michigan,MI,East North Central,Midwest,8,26,035
1080,Eau Claire,Wisconsin,WI,East North Central,Midwest,9,55,035
922,Clay,Nebraska,NE,West North Central,Midwest,11,31,035
1634,Forrest,Mississippi,MS,East South Central,South,18,28,035
55,Kitsap,Washington,WA,Pacific,West,27,53,035
2990,Fulton,New York,NY,Middle Atlantic,Northeast,3,36,035
1399,Bosque,Texas,TX,West South Central,South,21,48,035
255,Crow Wing,Minnesota,MN,West North Central,Midwest,10,27,035
2394,Cuyahoga,Ohio,OH,East North Central,Midwest,7,39,035
2860,Queen Anne's,Maryland,MD,South Atlantic,South,14,24,035
1195,Crawford,Kansas,KS,West North Central,Midwest,11,20,037
2961,Genesee,New York,NY,Middle Atlantic,Northeast,3,36,037
1065,Chickasaw,Iowa,IA,West North Central,Midwest,10,19,037
2350,Darke,Ohio,OH,East North Central,Midwest,7,39,037
2293,Clinton,Michigan,MI,East North Central,Midwest,8,26,037
2816,Charlotte,Virginia,VA,South Atlantic,South,13,51,037
225,Day,South Dakota,SD,West North Central,Midwest,10,46,037
1307,Cross,Arkansas,AR,West South Central,South,20,5,037
177,Grant,North Dakota,ND,West North Central,Midwest,10,38,037
2861,St. Mary's,Maryland,MD,South Atlantic,South,14,24,037
1489,Bowie,Texas,TX,West South Central,South,21,48,037
2813,Jefferson,West Virginia,WV,South Atlantic,South,14,54,037
651,Quay,New Mexico,NM,Mountain,West,25,35,037
2751,Chatham,North Carolina,NC,South Atlantic,South,16,37,037
2055,Dubois,Indiana,IN,East North Central,Midwest,7,18,037
1225,Cedar,Missouri,MO,West North Central,Midwest,12,29,039
937,Cuming,Nebraska,NE,West North Central,Midwest,11,31,039
1015,Dodge,Minnesota,MN,West North Central,Midwest,10,27,039
2190,De Witt,Illinois,IL,East North Central,Midwest,6,17,039
2342,Defiance,Ohio,OH,East North Central,Midwest,7,39,039
2299,Elkhart,Indiana,IN,East North Central,Midwest,7,18,039
2288,Crawford,Michigan,MI,East North Central,Midwest,8,26,039
229,Griggs,North Dakota,ND,West North Central,Midwest,10,38,039
900,Deuel,South Dakota,SD,West North Central,Midwest,10,46,039
221,Norman,Minnesota,MN,West North Central,Midwest,10,27,107
812,Decatur,Kansas,KS,West North Central,Midwest,11,20,039
1627,George,Mississippi,MS,East South Central,South,18,28,039
988,Clarke,Iowa,IA,West North Central,Midwest,10,19,039
507,Sanpete,Utah,UT,Mountain,West,23,49,039
601,Rio Arriba,New Mexico,NM,Mountain,West,25,35,039
1742,Gadsden,Florida,FL,South Atlantic,South,17,12,039
2461,Crawford,Pennsylvania,PA,Middle Atlantic,Northeast,5,42,039
383,Elmore,Idaho,ID,Mountain,West,23,16,039
351,Lane,Oregon,OR,Pacific,West,27,41,039
615,Elbert,Colorado,CO,Mountain,West,22,8,039
2721,Fairfield,South Carolina,SC,South Atlantic,South,16,45,039
126,Hill,Montana,MT,Mountain,West,23,30,041
1021,Clay,Iowa,IA,West North Central,Midwest,10,19,041
2219,Douglas,Illinois,IL,East North Central,Midwest,6,17,041
2230,Columbia,Wisconsin,WI,East North Central,Midwest,9,55,021
2231,Dane,Wisconsin,WI,East North Central,Midwest,9,55,025
2121,DeKalb,Alabama,AL,East South Central,South,18,1,049
2255,Jefferson,Wisconsin,WI,East North Central,Midwest,9,55,055
2239,Marathon,Wisconsin,WI,East North Central,Midwest,9,55,073
3119,Oneida,Wisconsin,WI,East North Central,Midwest,9,55,085
2234,Rock,Wisconsin,WI,East North Central,Midwest,9,55,105
2193,Mason,Illinois,IL,East North Central,Midwest,6,17,125
2194,Menard,Illinois,IL,East North Central,Midwest,6,17,129
1904,Lee,Mississippi,MS,East South Central,South,18,28,081
1557,Leflore,Mississippi,MS,East South Central,South,18,28,083
1317,Monroe,Arkansas,AR,West South Central,South,20,5,095
1318,Phillips,Arkansas,AR,West South Central,South,20,5,107
203,McHenry,North Dakota,ND,West North Central,Midwest,10,38,049
175,McKenzie,North Dakota,ND,West North Central,Midwest,10,38,053
237,Wilkin,Minnesota,MN,West North Central,Midwest,10,27,167
1471,Galveston,Texas,TX,West South Central,South,21,48,167
2345,Fayette,Indiana,IN,East North Central,Midwest,7,18,041
2196,Sangamon,Illinois,IL,East North Central,Midwest,6,17,167
1925,Tipton,Tennessee,TN,East South Central,South,19,47,167
1143,Schuyler,Illinois,IL,East North Central,Midwest,6,17,169
165,Hettinger,North Dakota,ND,West North Central,Midwest,10,38,041
243,Douglas,Minnesota,MN,West North Central,Midwest,10,27,041
1635,Greene,Mississippi,MS,East South Central,South,18,28,041
321,Marin,California,CA,Pacific,West,26,6,041
3006,Warren,New Jersey,NJ,Middle Atlantic,Northeast,4,34,041
2987,Hamilton,New York,NY,Middle Atlantic,Northeast,3,36,041
65,Lewis,Washington,WA,Pacific,West,27,53,041
1009,Chariton,Missouri,MO,West North Central,Midwest,12,29,041
1910,Grenada,Mississippi,MS,East South Central,South,18,28,043
132,Broadwater,Montana,MT,Mountain,West,23,30,007
381,Malheur,Oregon,OR,Pacific,West,27,41,045
40,Pend Oreille,Washington,WA,Pacific,West,27,53,051
190,Stutsman,North Dakota,ND,West North Central,Midwest,10,38,093
131,Toole,Montana,MT,Mountain,West,23,30,101
906,Dakota,Nebraska,NE,West North Central,Midwest,11,31,043
1685,Autauga,Alabama,AL,East South Central,South,18,1,001
1048,Faribault,Minnesota,MN,West North Central,Midwest,10,27,043
878,Douglas,South Dakota,SD,West North Central,Midwest,10,46,043
690,Dewey,Oklahoma,OK,West South Central,South,20,40,043
1940,Dickson,Tennessee,TN,East South Central,South,19,47,043
2808,Clarke,Virginia,VA,South Atlantic,South,13,51,043
2951,Dauphin,Pennsylvania,PA,Middle Atlantic,Northeast,5,42,043
189,Kidder,North Dakota,ND,West North Central,Midwest,10,38,043
682,Briscoe,Texas,TX,West South Central,South,21,48,045
1830,Johnson,Georgia,GA,South Atlantic,South,15,13,167
1059,Fillmore,Minnesota,MN,West North Central,Midwest,10,27,045
2224,Edgar,Illinois,IL,East North Central,Midwest,6,17,045
2232,Green,Wisconsin,WI,East North Central,Midwest,9,55,045
2945,Adams,Pennsylvania,PA,Middle Atlantic,Northeast,5,42,001
2927,Morgan,West Virginia,WV,South Atlantic,South,14,54,065
166,McLean,North Dakota,ND,West North Central,Midwest,10,38,055
2294,Eaton,Michigan,MI,East North Central,Midwest,8,26,045
196,Edmunds,South Dakota,SD,West North Central,Midwest,10,46,045
193,LaMoure,North Dakota,ND,West North Central,Midwest,10,38,045
564,Dawes,Nebraska,NE,West North Central,Midwest,11,31,045
544,Weston,Wyoming,WY,Mountain,West,23,56,045
530,Garfield,Colorado,CO,Mountain,West,22,8,045
1332,Brooks,Texas,TX,West South Central,South,21,48,047
2165,Catoosa,Georgia,GA,South Atlantic,South,15,13,047
1966,Christian,Kentucky,KY,East South Central,South,18,21,047
731,Edwards,Kansas,KS,West North Central,Midwest,11,20,047
977,Crawford,Iowa,IA,West North Central,Midwest,10,19,047
1051,Freeborn,Minnesota,MN,West North Central,Midwest,10,27,047
791,Garfield,Oklahoma,OK,West South Central,South,20,40,047
2238,Green Lake,Wisconsin,WI,East North Central,Midwest,9,55,047
2363,Fayette,Ohio,OH,East North Central,Midwest,7,39,047
2346,Franklin,Indiana,IN,East North Central,Midwest,7,18,047
1590,Iberville,Louisiana,LA,West South Central,South,20,22,047
2774,Columbus,North Carolina,NC,South Atlantic,South,16,37,047
2637,McDowell,West Virginia,WV,South Atlantic,South,14,54,047
535,Uintah,Utah,UT,Mountain,West,23,49,047
568,Fall River,South Dakota,SD,West North Central,Midwest,10,46,047
3041,Kings,New York,NY,Middle Atlantic,Northeast,3,36,047
1881,Hardee,Florida,FL,South Atlantic,South,17,12,049
770,Elk,Kansas,KS,West North Central,Midwest,11,20,049
989,Dallas,Iowa,IA,West North Central,Midwest,10,19,049
2001,Effingham,Illinois,IL,East North Central,Midwest,6,17,049
