uid,incentive_id,increment_1_capacity_kw,increment_2_capacity_kw,increment_3_capacity_kw,increment_4_capacity_kw,pbi_fit_duration_years,pbi_fit_end_date,pbi_fit_min_output_kwh_yr,pbi_fit_max_size_for_dlrs_calc_kw,ptc_duration_years,ptc_end_date,rating_basis_ac_dc,fit_dlrs_kwh,pbi_dlrs_kwh,pbi_fit_dlrs_kwh,increment_1_rebate_dlrs_kw,increment_2_rebate_dlrs_kw,increment_3_rebate_dlrs_kw,increment_4_rebate_dlrs_kw,max_dlrs_yr,max_tax_credit_dlrs,tax_credit_dlrs_kw,max_tax_deduction_dlrs,pbi_fit_max_dlrs,pbi_fit_pcnt_cost_max,pbi_fit_max_size_kw,pbi_fit_min_size_kw,ptc_dlrs_kwh,rebate_dlrs_kw,rebate_max_dlrs,rebate_max_size_kw,rebate_min_size_kw,rebate_pcnt_cost_max,tax_credit_pcnt_cost,tax_deduction_pcnt_cost,tax_credit_max_size_kw,tax_credit_min_size_kw,sector_abbr
181,181,,,,,,,,,,,,,,0,,,,,,12500,,,,,,,,,,,,,0.5,,,,res
182,182,,,,,,,,,,,,,,0,,,,,,12500,,,,,,,,,,,,,0.5,,,,res
190,190,,,,,,,,,,,,,,0,,,,,,1000,,,,,,,,,,,,,0.15,,,,res
211,211,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1000,5000,,,,,,,,res
254,254,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,750,3750,4.999,,0.5,,,,,res
297,297,,,,,,,,,1,,,,,0,,,,,,6000,,,,,,,2,,,,,,0.5,,,,res
316,316,,,,,,,,,,,,,,0,,,,,,,,3000,,,,,,,,,,,,0.5,,,res
317,317,,,,,,,,,,,,,,0,,,,,,3750,,,,,,,,,,,,,0.25,,,0.25,res
12,12,,,,,,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
13,13,,,,,,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
14,14,,,,,,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
15,15,,,,,,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
16,16,,,,,,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
17,17,,,,,,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
18,18,,,,,,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
26,26,,,,,,,,,,,AC,,,0,,,,,,,,,,,,,,2250,,1000,1,,,,,,res
27,27,,,,,10,,,,,,AC,,,0,,,,,,,,,,,1000,1000,,1250,,1000,1,0.5,,,,,res
28,28,,,,,10,,,,,,AC,,,0,,,,,,,,,,,1000,1000,,1250,,1000,1,,,,,,res
29,29,,,,,20,,,,,,,,0.08,0.08,,,,,,,,,,0.4,,,,,,,,,,,,,res
30,30,,,,,20,,,,,,,,0.08,0.08,,,,,,,,,,0.4,,,,,,,,,,,,,res
31,31,,,,,10,,,,,,AC,,,0,,,,,,,,,,,1000,100.001,,2250,75000,100,,0.5,,,,,res
32,32,,,,,10,,,,,,AC,,,0,,,,,,,,,,,1000,100.001,,2250,75000,100,,0.5,,,,,res
33,33,25,25,,,,,,,,,DC,,,0,4000,,,,,,,,,,,,,550,5500,10,,0.3,,,,,res
37,37,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,350,25000,50,,0.4,,,,,res
39,39,,,,,20,,,,,,,0.1,,0.1,,,,,,,,,,,1000,,,,,,,,,,,,res
336,336,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
383,383,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
384,384,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
385,385,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
107,107,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,500,1500,,0.5,,,,,,res
163,163,,,,,,,,,10,,,,,0,,,,,,,,,,,,,0.02,,,,,,,,2500,,res
49,49,1000,1000,,,,,,,,,AC,,,0,595,297.5,,,,,,,,,,,,1190,5000000,3000,,0.6,,,,,res
101,101,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,1500,9000,,,0.5,,,,,res
105,105,,,,,,,,,,,AC,,,0,,,,,,,,,,,,,,1250,3750,25,0.5,,,,,,res
108,108,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,1000,3000,10,,0.5,,,,,res
110,110,5,5,40,,,,,,,,DC,,,0,1250,750,,,,,,,,,,,,,15000,,0.5,,,,,,res
111,111,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,1250,2500,,0.5,,,,,,res
112,112,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,,15000,,0.5,0.333,,,,,res
113,113,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,,15000,,0.5,0.333,,,,,res
114,114,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,,15000,,0.5,0.333,,,,,res
115,115,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,,15000,,0.5,0.333,,,,,res
116,116,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,,7500,,0.5,0.25,,,,,res
337,337,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
338,338,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
339,339,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
340,340,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
341,341,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
342,342,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
331,331,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
332,332,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
333,333,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
334,334,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
335,335,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
343,343,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
248,248,,,,,,,,,,,,,,0,,,,,,500,,,,,,,,,,,,,1,,,,res
164,164,,,,,10,,,,,,AC,0.2,,0.2,,,,,,,,,,,10,0.5,,,,,,,,,,,res
165,165,,,,,,,,,10,,DC,,,0,,,,,,,,,,,,,0.02,,,,,,,,2500,,res
168,168,,,,,10,,,,,,AC,0.2,,0.2,,,,,,,,,,,10,0.5,,,,,,,,,,,res
186,186,,,,,,,,,5,,,,,0,,,,,,2500000,,,,,,,0.0085,,,,,,,,,,res
287,287,,,,,,,,,,,,,,0,,,,,,10500,,,,,,,,,,,,,0.35,,,,res
417,417,,,,,,,,,4,,,,,0,,,,,,2000,,,,,,,,,,,,,0.25,,,,res
419,419,,,,,,,,,4,,,,,0,,,,,,2000,,,,,,,,,,,,,0.25,,,,res
452,452,,,,,,,,,,,,,,0,,,,,,0.00075,,,,,,,,,,,,,0.00075,,,,res
453,453,,,,,,,,,,,,,,0,,,,,,0.000625,,,,,,,,,,,,,0.000625,,,,res
468,468,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,100,,0.4,,,,,res
503,503,,,,,10,,,,,,AC,0.2,,0.2,,,,,,,,,,,10,0.5,,,,,,,,,,,res
523,523,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,3000,30000,10,,0.4,,,,,res
143,143,,,,,10,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
144,144,,,,,10,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
156,156,,,,,20,,,,,,AC,0.161,,0.161,,,,,,,,,,,100,,,,,,,,,,,,res
162,162,,,,,,,,,,,AC,,,0,,,,,,,,,,,,,,1000,4000,49.9,1,,,,,,res
171,171,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
172,172,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
173,173,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
174,174,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
175,175,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
176,176,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
177,177,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
178,178,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
183,183,,,,,20,,,,,,DC,,0.1,0.1,,,,,,,,,,,1000,,,,,,,,,,,,res
184,184,,,,,1,,,,,,,,0.5,0.5,,,,,,,,,2000,,,,,,,,,,,,,,res
224,224,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
225,225,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
226,226,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
227,227,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
228,228,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
232,232,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
233,233,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
234,234,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
235,235,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
236,236,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
237,237,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
238,238,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
239,239,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
240,240,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
241,241,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
249,249,,,,,,,,,,,,,,0,,,,,,,,,,,,,,2000,10000,,,,,,,,res
250,250,,,,,,,,,,,AC,,,0,,,,,,,,,,,,,,2150,,,,0.6,,,,,res
257,257,,,,,1,,,,,,,,,0,,,,,,,,,51200,,,,,,,,,,,,,,res
265,265,,,,,8,,,,,,AC,,0.04,0.04,,,,,,,,,,,10,,,,,,,,,,,,res
275,275,,,,,1,,,,,,DC,,,0,,,,,,,,,35000,0.5,2000,,,,,,,,,,,,res
280,280,,,,,1,,,,,,DC,,3.5,3.5,,,,,,,,,56000,,,,,,,25,,0.6,,,,,res
283,283,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
284,284,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
285,285,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
286,286,,,,,5,,,,,,DC,0.09,,0.09,,,,,,,,,,,10,,,,,,,,,,,,res
321,321,,,,,3,,,,,,,,0.1,0.1,,,,,,,,,,,6,,,,,,,,,,,,res
324,324,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
325,325,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
326,326,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
327,327,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
328,328,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
329,329,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
330,330,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
344,344,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
345,345,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
346,346,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
347,347,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
348,348,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
349,349,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
350,350,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
351,351,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
352,352,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
353,353,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
354,354,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
355,355,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
356,356,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
357,357,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
358,358,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
359,359,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
360,360,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
361,361,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
362,362,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
363,363,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
364,364,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
365,365,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
366,366,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
367,367,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
368,368,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
369,369,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
370,370,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
371,371,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
372,372,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
373,373,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
374,374,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
375,375,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
376,376,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
377,377,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
378,378,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
379,379,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
380,380,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
381,381,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
382,382,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
386,386,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
387,387,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
388,388,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
389,389,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
390,390,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
391,391,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
392,392,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
393,393,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
394,394,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
395,395,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
396,396,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
397,397,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
398,398,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
399,399,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
400,400,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
401,401,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
412,412,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,1000,6000,20,,,,,,,res
421,421,,,,,,,,,,,AC,,,0,,,,,,,,,,,,,,2000,6000,10,1,,,,,,res
425,425,,,,,15,,,,,,DC,0.25,,0.25,,,,,,,,,,,100,,,,,,,,,,,,res
429,429,,,,,1,,,,,,DC,,,0,,,,,,,,,,0.12,,,,1800,9000,10,,,,,,,res
431,431,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,res
432,432,,,,,,,,,,,AC,,0.16,0.16,,,,,,,,,,,25,,,,,,,,,,,,res
433,433,,,,,,,,,,,DC,,0.04,0.04,,,,,,,,,,,100,,,,,,,,,,,,res
434,434,,,,,,2020-06-30,,,,,,,0.12,0.12,,,,,5000,,,,,,,,,,,,,,,,,,res
463,463,,,,,15,,,,,,,0.17,,0.17,,,,,,,,,,,5000,5,,,,,,,,,,,res
464,464,,,,,15,,,,,,,0.1,,0.1,,,,,,,,,,,5000,5,,,,,,,,,,,res
489,489,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1000,5000,,,0.5,,,,,res
494,494,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,3000,100000,750,,0.5,,,,,res
496,496,,,,,2,2013-06-30,,,,,,,0.03,0.03,,,,,,,,,,,100,,,,,,,,,,,,res
504,504,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1700,10000,,,0.3,,,,,res
507,507,,,,,1,,3000,,,,AC,,0.28,0.28,,,,,,,,,7500,0.5,,,,,,,,0.5,,,,,res
512,512,,,,,10,,,,,,,0.17,,0.17,,,,,,,,,,,200,,,,,,,,,,,,res
515,515,,,,,20,,,,,,DC,0.17,,0.17,,,,,,,,,,,3000,30,,,,,,,,,,,res
516,516,,,,,15,,,,,,AC,0.15,,0.15,,,,,,,,,,,100,,,,,,,,,,,,res
517,517,,,,,15,,,,,,AC,0.16,,0.16,,,,,,,,,,,100,,,,,,,,,,,,res
525,525,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,3500,,,0.25,,,,,res
526,526,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,500,2000,,,,,,,,res
20,20,,,,,,,,,,,,,,0,,,,,,25000,,,,,,,,,,,,,0.1,,,,com
3,3,,,,,20,,,,,,AC,,0.04,0.04,,,,,,,,,,,20000,50,,,,,,,,,,,com
4,4,,,,,,,,,,,AC,0.13,,0.13,,,,,,,,,20,,50,0.5,,,,,,,,,,,com
5,5,,,,,,,,,,,AC,0.13,,0.13,,,,,,,,,20,,50,0.5,,,,,,,,,,,com
6,6,,,,,,,,,,,AC,0.13,,0.13,,,,,,,,,20,,50,0.5,,,,,,,,,,,com
7,7,,,,,,,,,,,AC,0.13,,0.13,,,,,,,,,20,,50,0.5,,,,,,,,,,,com
8,8,,,,,,,,,,,AC,0.13,,0.13,,,,,,,,,20,,50,0.5,,,,,,,,,,,com
9,9,,,,,,,,,,,AC,0.13,,0.13,,,,,,,,,20,,50,0.5,,,,,,,,,,,com
10,10,,,,,,,,,,,AC,0.13,,0.13,,,,,,,,,20,,50,0.5,,,,,,,,,,,com
11,11,,,,,,,,,,,AC,0.13,,0.13,,,,,,,,,20,,50,0.5,,,,,,,,,,,com
246,246,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0.35,,,,com
139,139,,,,,,,,,,,,,,0,,,,,,500000,,,,,,,,,,,,,0.35,,,,com
155,155,,,,,,,,,,,,,,0,,,,,,500000,,,,,,,,,,,,,0.2,,,,com
169,169,,,,,,,,,,,,,,0,,,,,,1000,,,,,,,,,,,,,0.3,,,,com
145,145,,,,,20,,,,,,AC,,0.04,0.04,,,,,,,,,,,20000,50,,,,,,,,,,,com
179,179,,,,,20,,,,,,,,0.04,0.04,,,,,,,,,,,20000,50,,,,,,,,,,,com
170,170,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0.5,,,1000,com
185,185,,,,,,,,,5,,,,,0,,,,,,2500000,,,,,,,0.0085,,,,,,,,,,com
223,223,,,,,20,,,,,,AC,,0.037,0.037,,,,,,,,,,,20000,50,,,,,,,,,,,com
282,282,,,,,20,,,,,,,,0.04,0.04,,,,,,,,,,,20000,50,,,,,,,,,,,com
313,313,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2000000,,,0.5,,,,,com
323,323,,,,,20,,,,,,AC,,0.04,0.04,,,,,,,,,,,20000,50,,,,,,,,,,,com
430,430,,,,,20,,,,,,,,0.04,0.04,,,,,,,,,,,20000,50,,,,,,,,,,,com
477,477,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1500,,,,,,,,,com
524,524,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,1700,250000,,,0.3,,,,,com
229,229,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
230,230,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
231,231,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
