uid,incentive_id,increment_1_capacity_kw,increment_2_capacity_kw,increment_3_capacity_kw,increment_4_capacity_kw,pbi_fit_duration_years,pbi_fit_end_date,pbi_fit_min_output_kwh_yr,pbi_fit_max_size_for_dlrs_calc_kw,ptc_duration_years,ptc_end_date,rating_basis_ac_dc,fit_dlrs_kwh,pbi_dlrs_kwh,pbi_fit_dlrs_kwh,increment_1_rebate_dlrs_kw,increment_2_rebate_dlrs_kw,increment_3_rebate_dlrs_kw,increment_4_rebate_dlrs_kw,max_dlrs_yr,max_tax_credit_dlrs,tax_credit_dlrs_kw,max_tax_deduction_dlrs,pbi_fit_max_dlrs,pbi_fit_pcnt_cost_max,pbi_fit_max_size_kw,pbi_fit_min_size_kw,ptc_dlrs_kwh,rebate_dlrs_kw,rebate_max_dlrs,rebate_max_size_kw,rebate_min_size_kw,rebate_pcnt_cost_max,tax_credit_pcnt_cost,tax_deduction_pcnt_cost,tax_credit_max_size_kw,tax_credit_min_size_kw,sector_abbr
26,26,,,,,,,,,,,AC,,,0,,,,,,,,,,,,,,2250,,1000,1,,,,,,ind
27,27,,,,,10,,,,,,AC,,0.15,0.15,,,,,,,,,,,1000,1000,,1250,,1000,1,0.5,,,,,ind
28,28,,,,,10,,,,,,AC,,0.15,0.15,,,,,,,,,,,1000,1000,,1250,,1000,1,0.5,,,,,ind
29,29,,,,,20,,,,,,,,0.08,0.08,,,,,,,,,,0.4,,,,,,,,,,,,,ind
30,30,,,,,20,,,,,,,,0.08,0.08,,,,,,,,,,0.4,,,,,,,,,,,,,ind
31,31,,,,,10,,,,,,AC,,0.131,0.131,,,,,,,,,,0.6,1000,100.001,,2250,75000,100,,0.5,,,,,ind
32,32,,,,,10,,,,,,AC,,0.131,0.131,,,,,,,,,,0.6,1000,100.001,,2250,75000,100,,0.5,,,,,ind
33,33,25,25,,,,,,,,,DC,,,0,4000,3000,3000,,,,,,,,,,,550,5500,10,,0.3,,,,,ind
37,37,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,350,25000,50,,0.4,,,,,ind
39,39,,,,,20,,,,,,,0.1,,0.1,,,,,,,,,,,1000,,,,,,,,,,,,ind
336,336,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
383,383,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
384,384,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
385,385,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
107,107,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,500,1500,,0.5,,,,,,ind
163,163,,,,,,,,,10,,,,,0,,,,,,,,,,,,,0.02,,,,,,,,2500,,ind
49,49,1000,1000,,,,,,,,,AC,,,0,595,297.5,297.5,,,,,,,,,,,1190,5000000,3000,,0.6,,,,,ind
101,101,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,1500,9000,,,0.5,,,,,ind
105,105,,,,,,,,,,,AC,,,0,,,,,,,,,,,,,,1250,12500,250,0.5,,,,,,ind
108,108,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,1000,10000,25,,0.5,,,,,ind
110,110,5,5,40,,,,,,,,DC,,,0,1250,750,750,,,,,,,,,,,,24000,,0.5,,,,,,ind
111,111,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,1250,2500,,0.5,,,,,,ind
112,112,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,,30000,,0.5,0.333,,,,,ind
113,113,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,,30000,,0.5,0.333,,,,,ind
114,114,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,,30000,,0.5,0.333,,,,,ind
115,115,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,,30000,,0.5,0.333,,,,,ind
116,116,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,,30000,,0.5,0.25,,,,,ind
337,337,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
338,338,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
339,339,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
340,340,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
341,341,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
342,342,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
189,189,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,ind
247,247,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0.35,,,,ind
259,259,,,,,,,,,10,,,,,0,,,,,4000000,,,,,,,,0.01,,,,,,,,,1000,ind
271,271,,,,,,,,,10,,,,,0,,,,,4000000,,,,,,,,0.01,,,,,,,,,1000,ind
281,281,,,,,,,,,,,,,,0,,,,,,2500000,,,,,,,,,,,,,0.35,,,,ind
291,291,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0.15,,,,ind
293,293,,,,,,,,,10,,,,,0,,,,,,,,,,,,,0.005,,,,,,,,,1000,ind
304,304,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,,,20000,,,,,,,ind
305,305,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,,,20000,,,,,,,ind
402,402,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0.1,,,ind
418,418,,,,,,,,,4,,,,,0,,,,,,,,,,,,,0.0035,,,,,,,,,,ind
331,331,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
332,332,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
333,333,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
334,334,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
335,335,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
343,343,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
420,420,,,,,,,,,4,,,,,0,,,,,,,,,,,,,0.0035,,,,,,,,,,ind
428,428,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,7.2,,,,ind
485,485,,,,,,,,,,2016-06-30,,,,0,,,,,,,,,,,,,0.01,,,,,,,,,,ind
518,518,,,,,1,,,,,,,,0.5,0.5,,,,,,,,,35000,,,,,,,,,,,,,,ind
164,164,,,,,10,,,,,,AC,0.2,,0.2,,,,,,,,,,,10,0.5,,,,,,,,,,,ind
165,165,,,,,,,,,10,,DC,,,0,,,,,,,,,,,,,0.02,,,,,,,,2500,,ind
168,168,,,,,10,,,,,,AC,0.2,,0.2,,,,,,,,,,,10,0.5,,,,,,,,,,,ind
186,186,,,,,,,,,5,,,,,0,,,,,,2500000,,,,,,,0.0085,,,,,,,,,,ind
287,287,,,,,,,,,,,,,,0,,,,,,2500000,,,,,,,,,,,,,0.35,,,,ind
417,417,,,,,,,,,4,,,,,0,,,,,,50000,,,,,,,,,,,,,0.1,,,,ind
419,419,,,,,,,,,4,,,,,0,,,,,,50000,,,,,,,,,,,,,0.1,,,,ind
452,452,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,10,,,,ind
453,453,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,10,,,,ind
468,468,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,100,,0.4,,,,,ind
503,503,,,,,10,,,,,,AC,0.2,,0.2,,,,,,,,,,,10,0.5,,,,,,,,,,,ind
523,523,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,3000,30000,10,,0.4,,,,,ind
143,143,,,,,10,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
144,144,,,,,10,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
156,156,,,,,20,,,,,,AC,0.138,,0.138,,,,,,,,,,,100,,,,,,,,,,,,ind
162,162,,,,,,,,,,,AC,,,0,,,,,,,,,,,,,,1000,4000,49.9,1,,,,,,ind
171,171,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
172,172,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
173,173,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
174,174,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
175,175,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
176,176,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
177,177,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
178,178,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
183,183,,,,,20,,,,,,DC,,0.1,0.1,,,,,,,,,,,1000,,,,,,,,,,,,ind
184,184,,,,,1,,,,,,,,0.5,0.5,,,,,,,,,4000,,,,,,,,,,,,,,ind
224,224,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
225,225,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
226,226,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
227,227,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
228,228,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
232,232,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
233,233,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
234,234,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
235,235,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
236,236,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
237,237,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
238,238,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
239,239,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
240,240,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
241,241,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
249,249,,,,,,,,,,,,,,0,,,,,,,,,,,,,,2000,10000,,,,,,,,ind
250,250,,,,,,,,,,,AC,,,0,,,,,,,,,,,,,,2150,,,,0.6,,,,,ind
257,257,,,,,1,,,,,,,,,0,,,,,,,,,543000,,,,,,,,,,,,,,ind
265,265,,,,,8,,,,,,AC,,0.04,0.04,,,,,,,,,,,10,,,,,,,,,,,,ind
275,275,,,,,1,,,,,,DC,,,0,,,,,,,,,400000,0.5,2000,,,,,,,,,,,,ind
280,280,,,,,1,,,,,,DC,,,0,,,,,,,,,135600,,,,,,,2000,,0.6,,,,,ind
283,283,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
284,284,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
285,285,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
286,286,,,,,5,,,,,,DC,0.09,,0.09,,,,,,,,,,,10,,,,,,,,,,,,ind
321,321,,,,,3,,,,,,,,0.1,0.1,,,,,,,,,,,6,,,,,,,,,,,,ind
324,324,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
325,325,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
326,326,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
327,327,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
328,328,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
329,329,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
330,330,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
344,344,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
345,345,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
346,346,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
347,347,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
348,348,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
349,349,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
350,350,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
351,351,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
352,352,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
353,353,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
354,354,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
355,355,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
356,356,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
357,357,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
358,358,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
359,359,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
360,360,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
361,361,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
362,362,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
363,363,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
364,364,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
365,365,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
366,366,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
367,367,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
368,368,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
369,369,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
370,370,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
371,371,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
372,372,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
373,373,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
374,374,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
375,375,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
376,376,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
377,377,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
378,378,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
379,379,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
380,380,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
381,381,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
382,382,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
386,386,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
387,387,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
388,388,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
389,389,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
390,390,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
391,391,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
392,392,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
393,393,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
394,394,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
395,395,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
396,396,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
397,397,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
398,398,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
399,399,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
400,400,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
401,401,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
412,412,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,1000,6000,20,,,,,,,ind
421,421,,,,,,,,,,,AC,,,0,,,,,,,,,,,,,,2000,20000,10,1,,,,,,ind
425,425,,,,,15,,,,,,DC,0.25,,0.25,,,,,,,,,,,100,,,,,,,,,,,,ind
429,429,,,,,1,,,,,,DC,,,0,,,,,,,,,7200,0.15,,,,1080,10800,,,,,,,,ind
431,431,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
432,432,,,,,,,,,,,AC,,0.16,0.16,,,,,,,,,,,25,,,,,,,,,,,,ind
433,433,,,,,,,,,,,DC,,0.04,0.04,,,,,,,,,,,100,,,,,,,,,,,,ind
434,434,,,,,,2020-06-30,,,,,,,0.12,0.12,,,,,5000,,,,,,,,,,,,,,,,,,ind
463,463,,,,,15,,,,,,,0.17,,0.17,,,,,,,,,,,5000,5,,,,,,,,,,,ind
464,464,,,,,15,,,,,,,0.1,,0.1,,,,,,,,,,,5000,5,,,,,,,,,,,ind
489,489,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1000,5000,,,0.5,,,,,ind
494,494,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,3000,100000,750,,0.5,,,,,ind
496,496,,,,,2,2013-06-30,,,,,,,0.03,0.03,,,,,,,,,,,100,,,,,,,,,,,,ind
504,504,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1700,10000,,,0.3,,,,,ind
507,507,,,,,1,,3000,,,,AC,,0.28,0.28,,,,,,,,,12000,0.4,,,,,,,,0.5,,,,,ind
512,512,,,,,10,,,,,,,0.17,,0.17,,,,,,,,,,,200,,,,,,,,,,,,ind
515,515,,,,,20,,,,,,DC,0.17,,0.17,,,,,,,,,,,3000,30,,,,,,,,,,,ind
516,516,,,,,15,,,,,,AC,0.15,,0.15,,,,,,,,,,,100,,,,,,,,,,,,ind
517,517,,,,,15,,,,,,AC,0.16,,0.16,,,,,,,,,,,100,,,,,,,,,,,,ind
525,525,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,3500,,,0.25,,,,,ind
526,526,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,500,5000,,,,,,,,ind
